id,type,price,rent,roomNum,grossArea,netFloorArea,floor,address,postDate,latitude,longitude,title,region,propertyName,contact,imageURL,pageURL,agentName
13088,sell,32800000,0,3,1368,1182,Whole Building,飛鵝山道1972號,1/7/2019,22.337383,114.229384,"Estate,Apartment 3 bedroom",Sai Kung,  The Terraces,黃婉儀 Phoebe YY Wong,https://i1.28hse.com/2019/01/747342_2019013693_tmb3.jpg,https://www.28hse.com/en/buy-property-747342.html,Qfang.com
13089,sell,16900000,0,4,1075,842,Mid level,23 SEYMOUR ROAD,1/6/2019,22.281598,114.150379,"Estate,Apartment 4 bedroom",Western mid-levels,  Garfield Mansion,李民讓 Chris Li,https://i1.28hse.com/2019/01/746849_2019013134_tmb3.jpg,https://www.28hse.com/en/buy-property-746849.html,Qfang.com
13090,sell,110000000,0,4,2831,2159,High level,NO.2B BOWEN ROAD,12/28/2018,22.274176,114.160481,"Estate,Apartment 4 bedroom",Mid-Levels,  FairLane Tower,李亮 Kitty Li,https://i1.28hse.com/2018/12/741549_2018120417_tmb3.jpg,https://www.28hse.com/en/buy-property-741549.html,Qfang.com
13096,sell,5000000,0,2,586,448,High level,NO.18 TUEN KWAI ROAD,10/17/2018,22.411746,113.98445,"Estate,Village House,Apartment 2 bedroom",Tuen Mun,  Beneville,林琛馥 SAMF LAM,https://i1.28hse.com/2018/09/718096_2018090538_tmb3.jpg,https://www.28hse.com/en/buy-property-695288.html,Midland Realty
13099,sell,17000000,0,3,1168,934,High level,NO.1E KAU TO SHAN ROAD,10/3/2018,22.405534,114.204848,"Best Buy,Best Buy in the market,With roof,With key. welcome for appointement for visit.,South Open view",ShaTin,  Forest Hill,黃國輝 Stephen,https://i1.28hse.com/2018/12/708693_2018124079_tmb3.jpg,https://www.28hse.com/en/buy-property-685209.html,Midland Realty
13101,sell,14000000,0,3,1203,942,Low level,NO.8 HIN TAI STREET,10/3/2018,22.362596,114.174819,"Best Buy,Best Buy in the market,With key. welcome for appointement for visit.,With spacious living and bedroom",Tai Wai,  Parc Royale,黃國輝 Stephen,https://i1.28hse.com/2019/01/708738_2019011919_tmb3.jpg,https://www.28hse.com/en/buy-property-685253.html,Midland Realty
13102,sell,8800000,0,2,621,505,Low level,HONG ON STREET,1/3/2019,22.2827778,114.2163889,"Sole agent, deluxe decoration, swimming pool view",Quarry Bay,  Street Kornhill,鄺小姐 Junly Kwong,https://i1.28hse.com/2019/01/745021_2019014881_tmb3.jpg,https://www.28hse.com/en/buy-property-745021.html,Easy Property
13111,sell,6800000,0,2,612,450,Low level,NO.100 YEUNG UK ROAD,11/14/2018,22.366887,114.1171145,"Estate,Apartment 2 bedroom",Tsuen Wan,  Chelsea Court,吳希評小姐 PAULINE WU,https://i1.28hse.com/2018/11/737965_2018112893_tmb3.jpg,https://www.28hse.com/en/buy-property-715642.html,Midland Property
13112,sell,14200000,0,4,1148,886,High level,NO.298 HENNESSY ROAD,12/19/2018,22.277843,114.17749,"Estate,Apartment 4 bedroom",Wan Chai,  Kwong Sang Hong Building,卓滙物業代理 ChapWin Property,https://i1.28hse.com/2018/12/736956_2018125674_tmb3.jpg,https://www.28hse.com/en/buy-property-736956.html,chapwin property
13113,sell,6900000,0,3,630,446,High level,Nos.339/347 Lockhart Road,12/19/2018,22.27937735,114.1786137,"Estate,Stand-alone Building,Apartment 3 bedroom",Wan Chai,  Gold Jade Mansion,卓滙物業代理 ChapWin Property,https://i1.28hse.com/2018/12/736973_2018124481_tmb3.jpg,https://www.28hse.com/en/buy-property-736973.html,chapwin property
13118,sell,6500000,0,3,693,591,High level,NO.8 KING TUNG STREET,1/10/2019,22.340561,114.211153,Kingsford Terrace,Ngau Chi Wan,  Kingsford Terrace,黎先生,https://i1.28hse.com/2019/01/749609_2019015294_tmb3.jpg,https://www.28hse.com/en/buy-property-749609.html,Fullmark
13119,sell,4300000,0,2,492,381,Mid level,穎竹街,1/10/2019,22.345807,114.192925,Chuk Yuen North Estate,Wong Tai Sin,  Chuk Yuen North Estate,黎先生,https://i1.28hse.com/2019/01/749607_2019012324_tmb3.jpg,https://www.28hse.com/en/buy-property-749607.html,Fullmark
13120,sell,8400000,0,2,665,504,Mid level,NO.8 SHAM SHING ROAD,11/9/2018,22.332732,114.148529,"Estate,Apartment 2 bedroom",Lai Chi Kok,  AquaMarine,莫先生 Gary,https://i1.28hse.com/2018/11/734240_2018110505_tmb3.jpg,https://www.28hse.com/en/buy-property-711793.html,Hong Kong United Group
13122,sell,8300000,0,2,658,531,High level,NO.8 NGA YING CHAU STREET TSING YI,12/14/2018,22.362227,114.105808,"Estate,Apartment 2 bedroom",Tsing Yi,  Villa Esplanada,王志蓮 Sunmy Wong,https://i1.28hse.com/2018/12/755763_2018125760_tmb3.jpg,https://www.28hse.com/en/buy-property-734392.html,Midland Property
13123,sell,13500000,0,3,876,617,High level,NO.1 QUEEN STREET,1/3/2019,22.286962,114.147285,"Estate,Apartment 3 bedroom",Sheung Wan,  Queen's Terrace,周小姐 Anny Chau,https://i1.28hse.com/2019/01/766004_2019013731_tmb3.jpg,https://www.28hse.com/en/buy-property-744987.html,Kamson Property
13127,sell,25800000,0,3,1421,1070,Mid level,No. 211 Prince Edward Road West,12/11/2018,22.32491789,114.1754681,"Estate,Apartment 3 bedroom",Ho Man Tin,  Kadoorie Hill,黃小姐 Fanny Wong,https://i1.28hse.com/2018/12/753780_2018124164_tmb3.jpg,https://www.28hse.com/en/buy-property-732313.html,Ka Yue Properties
13138,sell,23000000,0,4,1412,1102,High level,NO. 2 LOK KWAI PATH,1/1/2019,22.401363,114.194698,"Best Buy,Best Buy in the market,With key. welcome for appointement for visit.,South-east,With spacious living and bedroom Pool and garden view,Far view South-east",Fotan,  The Grandville,黃國輝 Stephen,https://i1.28hse.com/2018/12/431830_2018125719_tmb3.jpg,https://www.28hse.com/en/buy-property-399991.html,Midland Realty
13143,sell,7500000,0,2,657,490,Mid level,NO.15 PUI SHING ROAD,1/2/2019,22.315718,114.264769,"Best Buy,Simple decorated,With balcony",Tseung Kwan O,  Residence Oasis,李展皓 Clive Li,https://i1.28hse.com/2019/01/765896_2019011997_tmb3.jpg,https://www.28hse.com/en/buy-property-744880.html,Midland Realty
13145,sell,11500000,0,3,1288,982,Mid level,108 ROUTE TWISK TSUEN WAN,11/29/2018,22.384714,114.110498,"Estate,Apartment 3 bedroom",Tsuen Wan,  The Cairnhill,吳先生 Barry Ng,https://i1.28hse.com/2018/03/571152_2018034274_tmb3.jpg,https://www.28hse.com/en/buy-property-543593.html,Midland Realty
13147,sell,4400000,0,2,510,358,Low level,NO.3 FUNG YAU STREET SOUTH,12/30/2018,22.442017,114.033656,"Estate,Apartment 2 bedroom",Yuen Long,  Ho Shun King Building,楊育維 FRANKY YEUNG,https://i1.28hse.com/2019/01/742757_2019013804_tmb3.jpg,https://www.28hse.com/en/buy-property-742757.html,Midland Property
13148,sell,7500000,0,2,661,488,Mid level,NO.15 PUI SHING ROAD,1/2/2019,22.315718,114.264769,"Estate,Apartment 2 bedroom",Tseung Kwan O,  Residence Oasis,鄧浩源 Mike Tang,https://i1.28hse.com/2019/01/765875_2019013402_tmb3.jpg,https://www.28hse.com/en/buy-property-744861.html,Midland Property
13150,sell,5400000,0,2,450,318,Mid level,23-29A HENNESSY ROAD,12/26/2018,22.277904,114.169924,"Stand-alone Building,Apartment 2 bedroom",Wan Chai,  East Asia Mansion,陸小姐 LUCY LU,https://i1.28hse.com/2018/12/761750_2018122430_tmb3.jpg,https://www.28hse.com/en/buy-property-740593.html,Century21 Asia
13151,sell,5800000,0,2,482,368,Mid level,Nos.14-24 Stone Nullan Lane,12/26/2018,22.275983,114.173774,"Stand-alone Building,Apartment 2 bedroom",Wan Chai,  Kam Shing Building,陸小姐 LUCY LU,https://i1.28hse.com/2018/12/761755_2018123054_tmb3.jpg,https://www.28hse.com/en/buy-property-740600.html,Century21 Asia
13160,sell,28800000,0,3,1547,1368,Low level,干德道 51 號,1/3/2019,22.281397,114.142238,"Greenery , stylishly renovated and convenient.",Western mid-levels,  Skyline Mansion,So Tina Tina,https://i1.28hse.com/2019/01/744920_2019012847_tmb3.jpg,https://www.28hse.com/en/buy-property-744920.html,By Owner
13168,sell,16000000,0,4,1163,883,High level,8 LARUNA VERDE AVENUE,12/9/2018,22.30749,114.191941,Laguna verde 4 bedrooms lower market price 3M,Hung Hom,  Laguna Verde,梁先生 SAM,https://i1.28hse.com/2018/12/730902_2018123426_tmb3.jpg,https://www.28hse.com/en/buy-property-730902.html,Sunrise Property
13170,sell,7900000,0,3,596,480,High level,NO.3 TSING CHAU STREET,12/12/2018,22.309703,114.186749,"Estate,Stand-alone Building,Apartment 3 bedroom",To Kwa Wan,  Hung Hom Gardens,許多翔 Jenas Hui,https://i1.28hse.com/2018/08/732594_2018081731_tmb3.jpg,https://www.28hse.com/en/buy-property-732594.html,Jet Success Properties
13171,sell,8900000,0,3,770,589,Mid level,NO.8 OI KING STREET,12/16/2018,22.3026748,114.1869438,"Stand-alone Building,Apartment 3 bedroom",Hung Hom,  Harbour Place,許多翔 Jenas Hui,https://i1.28hse.com/2018/12/735207_2018125071_tmb3.jpg,https://www.28hse.com/en/buy-property-735207.html,Jet Success Properties
13176,sell,15900000,0,3,1070,840,High level,No.9 Tong Yin Street,1/2/2019,22.30743388,114.2598927,"Urgent to sell. immigration,open and fresh air",Tseung Kwan O,  The WingsTHE WINGS,謝宗衡 James,https://www.28hse.com/en/utf8/dreamimages/nophoto150.jpg,https://www.28hse.com/en/buy-property-744867.html,Hong Kong Property
13180,sell,6600000,0,2,584,420,Low level,WAN HANG ROAD,1/2/2019,22.32246767,114.256804,"Estate,Apartment 2 bedroom",Tseung Kwan O,  Metro City,蔡煜培 Kobe Cai,https://i1.28hse.com/2019/01/744844_2019014529_tmb3.jpg,https://www.28hse.com/en/buy-property-744844.html,Hong Kong Property
13212,sell,5600000,0,2,600,506,High level,"No.372, 372A, 374, 376, 378, 378A Shanghai Street",1/2/2019,22.3136328,114.1692578,"Stand-alone Building,Apartment 2 bedroom",Yau Ma Tei,  Tak Yue Mansion,戴生 Jay Tai,https://i1.28hse.com/2019/01/765780_2019010426_tmb3.jpg,https://www.28hse.com/en/buy-property-744760.html,Kwong Shun Property
13218,sell,5500000,0,2,658,506,High level,NO.1 TAK TIN STREET,1/2/2019,22.310395,114.234508,"Home Ownership,Apartment 2 bedroom",Lam Tin,  Hong Yat Court,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/765778_2019012384_tmb3.jpg,https://www.28hse.com/en/buy-property-744758.html,Wings Property
13224,sell,4500000,0,2,405,258,High level,"NOS.21, 23 AND 25 PAK TAI STREET",1/2/2019,22.3206655,114.187921,"Stand-alone Building,Apartment 2 bedroom",To Kwa Wan,  Wui Chuen Building,高先生 Steven Ko,https://i1.28hse.com/2019/01/765722_2019014559_tmb3.jpg,https://www.28hse.com/en/buy-property-744702.html,Union Property
13225,sell,6500000,0,3,846,650,Mid level,NO.1 TAK TIN STREET,1/2/2019,22.310395,114.234508,"Home Ownership,Apartment 3 bedroom",Lam Tin,  Hong Yat Court,高先生 JOHN KO,https://i1.28hse.com/2019/01/765720_2019012591_tmb3.jpg,https://www.28hse.com/en/buy-property-744700.html,Wings Property
13229,sell,6600000,0,2,559,465,High level,NO.341 CHAI WAN ROAD,1/2/2019,22.264123,114.239953,"Estate,Home Ownership,Apartment 2 bedroom",Chai Wan,  Walton Estate,曹小姐 Noel Tso,https://i1.28hse.com/2018/11/703470_2018110912_tmb3.jpg,https://www.28hse.com/en/buy-property-680174.html,Hang Fung Agency
13234,sell,9300000,0,2,626,498,Mid level,NO.9 METROPOLIS DRIVE,1/2/2019,22.30275,114.183631,"Estate,Apartment 2 bedroom",Hung Hom,  The metropolis Residence,譚先生 Mr. Tam,https://i1.28hse.com/2019/01/744684_2019015778_tmb3.jpg,https://www.28hse.com/en/buy-property-744684.html,Fruitful Surveyors
13236,sell,10500000,0,3,886,707,High level,NO.8 PIK TIN STREET,12/12/2018,22.378137,114.172314,"Estate,Apartment 3 bedroom",Tai Wai,  Park View Garden,王先生 MRACO WONG,https://i1.28hse.com/2018/12/754352_2018124894_tmb3.jpg,https://www.28hse.com/en/buy-property-732914.html,ShingSai Property
13238,sell,4300000,0,2,385,287,Mid level,NOS.9-11 KONG PUI STREET,1/2/2019,22.38034,114.197201,"Estate,Apartment 2 bedroom",ShaTin,  Chuen Fai Centre,王先生 MRACO WONG,https://i1.28hse.com/2019/01/765699_2019010298_tmb3.jpg,https://www.28hse.com/en/buy-property-744678.html,ShingSai Property
13239,sell,4600000,0,2,386,287,Mid level,NO.100 PAU CHUNG STREET,1/2/2019,22.32029908,114.1894859,Luxurious decorated,To Kwa Wan,  Sun Shing Centre,高先生 Steven Ko,https://i1.28hse.com/2019/01/765661_2019010464_tmb3.jpg,https://www.28hse.com/en/buy-property-744676.html,Union Property
13240,sell,4800000,0,2,579,484,High level,NO.18 SIU SAI WAN ROAD,12/29/2018,22.26277694,114.2517816,"Estate,Home Ownership,Apartment 2 bedroom",Chai Wan,  FullView Garden,程小姐 Lina Ching,https://i1.28hse.com/2018/11/736917_2018113809_tmb3.jpg,https://www.28hse.com/en/buy-property-714537.html,Hang Fung Agency
13242,sell,5600000,0,2,583,426,High level,NO.23 KO CHIU ROAD,1/2/2019,22.299062,114.242142,"Home Ownership,Apartment 2 bedroom",Yau Tong,  Ko Chun Court,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/765654_2019011132_tmb3.jpg,https://www.28hse.com/en/buy-property-744667.html,Wings Property
13248,sell,63800000,0,2,1385,1051,High level,NO.1 AUSTIN ROAD WEST,1/2/2019,22.303085,114.161516,"Estate,Apartment 2 bedroom",Kowloon Station,  The Harbourside,何小姐 CATHY HO,https://i1.28hse.com/2017/12/531183_2017121098_tmb3.jpg,https://www.28hse.com/en/buy-property-502883.html,Leading Properties
13249,sell,16800000,0,1,562,412,High level,NO.1 AUSTIN ROAD WEST,1/2/2019,22.3036111,114.1630556,"Estate,Apartment 1 bedroom",Kowloon Station,  The Arch,方小姐 MAN FONG,https://i1.28hse.com/2017/12/456005_2017123730_tmb3.jpg,https://www.28hse.com/en/buy-property-425882.html,Leading Properties
13250,sell,23800000,0,3,994,748,Low level,NO.1 AUSTIN ROAD WEST,1/2/2019,22.3065833,114.1622778,"Estate,Apartment 3 bedroom",Kowloon Station,  Sorrento,方小姐 MAN FONG,https://i1.28hse.com/2017/12/531211_2017122980_tmb3.jpg,https://www.28hse.com/en/buy-property-502911.html,Leading Properties
13252,sell,14800000,0,2,768,526,High level,NO.188 CANTON ROAD,1/2/2019,22.302729,114.168615,"Estate,Apartment 2 bedroom",Tsim Sha Tsui,  The Victoria Towers,方小姐 MAN FONG,https://i1.28hse.com/2018/07/645222_2018073435_tmb3.jpg,https://www.28hse.com/en/buy-property-619872.html,Leading Properties
13253,sell,6900000,0,2,469,389,High level,必嘉街121號,1/2/2019,22.30367375,114.1905534,"Estate,Apartment 2 bedroom",Whampo,  a Garden,陳先生 Henry Chan,https://i1.28hse.com/2019/01/744617_2019010641_tmb3.jpg,https://www.28hse.com/en/buy-property-744617.html,Fortune Real Estate
13256,sell,4400000,0,2,533,375,Mid level,NO.138 WU CHUI ROAD,10/1/2018,22.373073,113.964148,"Estate,Village House,Apartment 2 bedroom",Tuen Mun,  Richland Garden,林琛馥 SAMF LAM,https://i1.28hse.com/2018/12/706334_2018123148_tmb3.jpg,https://www.28hse.com/en/buy-property-683172.html,Midland Realty
13258,sell,15000000,0,3,1727,1370,Mid level,NOS.21-29 SUI WO ROAD,10/3/2018,22.39418338,114.1920662,"Best Buy,With key. welcome for appointement for visit.,East,open and fresh air Excusive in market",Fotan,  Scenery Garden,黃國輝 Stephen,https://i1.28hse.com/2018/12/708656_2018122859_tmb3.jpg,https://www.28hse.com/en/buy-property-685171.html,Midland Realty
13259,sell,5300000,0,3,817,594,High level,NO.23 KO CHIU ROAD,1/2/2019,22.299062,114.242142,"Home Ownership,Apartment 3 bedroom",Yau Tong,  Ko Chun Court,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/765632_2019013464_tmb3.jpg,https://www.28hse.com/en/buy-property-744611.html,Wings Property
13270,sell,5000000,0,3,814,594,Low level,NO.23 KO CHIU ROAD,1/2/2019,22.299062,114.242142,"Home Ownership,Apartment 3 bedroom",Yau Tong,  Ko Chun Court,高先生 JOHN KO,https://i1.28hse.com/2019/01/765620_2019013523_tmb3.jpg,https://www.28hse.com/en/buy-property-744597.html,Wings Property
13272,sell,5900000,0,2,408,310,High level,NO.102 SOY STREET,1/2/2019,22.31691,114.172617,"Estate,Stand-alone Building,Apartment 2 bedroom",Mong Kok,  Concord Building,黃生 Ivan Wong,https://i1.28hse.com/2019/01/681338_2019011275_tmb3.jpg,https://www.28hse.com/en/buy-property-657325.html,Sirius Property
13275,sell,7200000,0,4,800,652,Mid level,83-87 and 91 Dundas Street,1/2/2019,22.315971,114.173035,"Estate,Stand-alone Building,Apartment 4 bedroom",Mong Kok,  Tsui Yuen Mansion,陳生 Derek Chan,https://i1.28hse.com/2018/08/680052_2018085271_tmb3.jpg,https://www.28hse.com/en/buy-property-655964.html,Sirius Property
13281,sell,4500000,0,1,367,230,High level,NOS.484-488 SHANGHAI STREET,1/2/2019,22.316485,114.168861,"Stand-alone Building,Apartment 1 bedroom",Mong Kok,  Sun Ming Building,黃生 Ivan Wong,https://i1.28hse.com/2018/09/689533_2018091296_tmb3.jpg,https://www.28hse.com/en/buy-property-665693.html,Sirius Property
13285,sell,4700000,0,2,432,325,High level,NO.1 TUEN SHUN STREET,12/31/2018,22.392641,113.976655,"Estate,Apartment 2 bedroom",Tuen Mun,   Town Plaza,任先生 Keith Yam,https://i1.28hse.com/2018/12/743168_2018121584_tmb3.jpg,https://www.28hse.com/en/buy-property-743168.html,Midland Realty
13286,sell,6300000,0,2,522,371,High level,No.8 Pitt Street,11/5/2018,22.3132813,114.1675614,"Stand-alone Building,Apartment 2 bedroom",Yau Ma Tei,  Hang Yue Court,黃生 Ivan Wong,https://i1.28hse.com/2019/01/731211_2019012572_tmb3.jpg,https://www.28hse.com/en/buy-property-708994.html,Sirius Property
13287,sell,7400000,0,3,822,622,High level,152-160 KWOK SHUI ROAD,1/2/2019,22.37226652,114.1299355,"Estate,Apartment 3 bedroom",Tsuen Wan,  Primrose hill,李意文 Coco Li,https://i1.28hse.com/2019/01/765213_2019011099_tmb3.jpg,https://www.28hse.com/en/buy-property-744162.html,Midland Realty
13290,sell,6500000,0,3,633,489,Low level,NOS. 53-61 WAI TSUEN ROAD TSUEN WAN,1/2/2019,22.374298,114.121085,"Estate,Apartment 3 bedroom",Tsuen Wan,  Fairview garden,李意文 Coco Li,https://i1.28hse.com/2019/01/765209_2019010368_tmb3.jpg,https://www.28hse.com/en/buy-property-744158.html,Midland Realty
13291,sell,13800000,0,3,1238,903,Mid level,NO.98 ROUTE TWISK TSUEN WAN,1/2/2019,22.384065,114.109258,"Estate,Apartment 3 bedroom",Tsuen Wan,  The Cliveden,陳小姐 Nic Chan,https://i1.28hse.com/2019/01/765211_2019012538_tmb3.jpg,https://www.28hse.com/en/buy-property-744160.html,Midland Realty
13293,sell,4500000,0,2,460,334,High level,No.63-81 Electric Road,1/2/2019,22.2844296,114.1915271,"Estate,Apartment 2 bedroom",Tin Hau,  Fat Cheong Building,周爾莎 Ms. Chau,https://i1.28hse.com/2018/11/684602_2018111436_tmb3.jpg,https://www.28hse.com/en/buy-property-684602.html,Union Property
13297,sell,6000000,0,3,840,650,Low level,NO.11 LEI YUE MUN ROAD,1/2/2019,22.308434,114.232614,"Home Ownership,Apartment 3 bedroom",Lam Tin,  Lei On Court,高先生 JOHN KO,https://i1.28hse.com/2019/01/765595_2019015677_tmb3.jpg,https://www.28hse.com/en/buy-property-744570.html,Wings Property
13299,sell,11800000,0,4,1146,1039,High level,NO.195 TSUEN KING CIRCUIT,1/2/2019,22.378318,114.103615,"By Owner, Estate,Apartment 4 bedroom",Tsuen Wan,  Allway Gardens,sarah ho Sarah,https://i1.28hse.com/2018/11/284611_2018115625_tmb3.jpg,https://www.28hse.com/en/buy-property-284611.html,By Owner
13301,sell,4000000,0,2,570,426,High level,15 TONG MING STREET,12/11/2018,22.309061,114.256665,"Home Ownership,Apartment 2 bedroom",Tseung Kwan O,  Tong Ming Court,周均懋 Jarvis Chow,https://i1.28hse.com/2018/12/732269_2018121414_tmb3.jpg,https://www.28hse.com/en/buy-property-732269.html,Midland Property
13303,sell,4000000,0,2,570,426,High level,15 TONG MING STREET,12/11/2018,22.309061,114.256665,"Home Ownership,Apartment 2 bedroom",Tseung Kwan O,  Tong Ming Court,鄧浩源 Mike Tang,https://i1.28hse.com/2018/12/753505_2018121414_tmb3.jpg,https://www.28hse.com/en/buy-property-731991.html,Midland Property
13306,sell,6000000,0,2,511,431,Low level,85 TSUEN KING CIRCUIT,10/15/2018,22.378448,114.110082,"By Owner, Estate,Apartment 2 bedroom",Tsuen Wan,  Tsuen King Garden,Mr. Yau,https://i1.28hse.com/2018/10/693566_2018103187_tmb3.jpg,https://www.28hse.com/en/buy-property-693566.html,By Owner
13318,sell,3900000,0,2,388,246,Low level,No.56-58 Tonkin Street,12/25/2018,22.337399,114.160133,"Stand-alone Building,Apartment 2 bedroom",Cheung Sha Wan,  Career Court,溫先生 ANDY,https://i1.28hse.com/2018/12/740333_2018121013_tmb3.jpg,https://www.28hse.com/en/buy-property-740333.html,Hey Home Property
13319,sell,6200000,0,3,846,650,High level,11A CHOI MING ST.,1/2/2019,22.30692453,114.2531723,"Home Ownership,Apartment 3 bedroom",Tseung Kwan O,  Choi Ming Court,畢先生 KEVIN BUTT,https://i1.28hse.com/2019/01/765547_2019010841_tmb3.jpg,https://www.28hse.com/en/buy-property-744516.html,Wings Property
13331,sell,15900000,0,4,1965,1473,Whole Building,WO SHANG WAI,12/30/2018,22.484371,114.056779,"Duplix Appartment,With roof,House with garden,stylish and nice decoration,open and fresh air,With spacious living and bedroom,nice environment",Yuen Long,  Royal Palms,麥偉謙 JERRY MAK,https://i1.28hse.com/2018/01/542451_2018015462_tmb3.jpg,https://www.28hse.com/en/buy-property-514538.html,WAI TIN PROPERTY
13335,sell,6000000,0,2,527,452,Low level,NO.80 WANG KWONG ROAD,1/2/2019,22.329595,114.206717,"Estate,Home Ownership,Apartment 2 bedroom",Kowloon Bay,  Richland Gardens,黃凱聲 Sing Wong,https://i1.28hse.com/2019/01/744472_2019013940_tmb3.jpg,https://www.28hse.com/en/buy-property-744472.html,GOLD LAND PROPERTY
13342,sell,9900000,0,3,770,592,Mid level,NO.8 OI KING STREET,1/2/2019,22.3026748,114.1869438,"Estate,Apartment 3 bedroom",Hung Hom,  Harbour Place,陳先生 Henry Chan,https://i1.28hse.com/2019/01/744462_2019013572_tmb3.jpg,https://www.28hse.com/en/buy-property-744462.html,Fortune Real Estate
13344,sell,12500000,0,4,935,833,Low level,必嘉街121號,11/10/2018,22.30367375,114.1905534,"Estate,Apartment 4 bedroom",Whampo,  a Garden,陳先生 Henry Chan,https://i1.28hse.com/2018/11/712799_2018115393_tmb3.jpg,https://www.28hse.com/en/buy-property-712799.html,Fortune Real Estate
13345,sell,8400000,0,2,597,505,High level,必嘉街121號,1/2/2019,22.30367375,114.1905534,"Estate,Apartment 2 bedroom",Whampo,  a Garden,陳先生 Henry Chan,https://i1.28hse.com/2019/01/744452_2019015984_tmb3.jpg,https://www.28hse.com/en/buy-property-744452.html,Fortune Real Estate
13350,sell,7500000,0,2,558,466,Mid level,必嘉街121號,1/2/2019,22.30367375,114.1905534,"Estate,Apartment 2 bedroom",Whampo,  a Garden,陳先生 Henry Chan,https://i1.28hse.com/2019/01/744447_2019011760_tmb3.jpg,https://www.28hse.com/en/buy-property-744447.html,Fortune Real Estate
13355,sell,5400000,0,3,692,564,High level,NO.350 CHAI WAN ROAD,1/2/2019,22.263897,114.240544,"Estate,Home Ownership,Apartment 3 bedroom",Chai Wan,  Lok Hin Terrace,黃小姐 SELINE,https://i1.28hse.com/2019/01/765476_2019013179_tmb3.jpg,https://www.28hse.com/en/buy-property-744440.html,YSY Housing Agency
13362,sell,4200000,0,3,688,574,High level,NO.8 LUEN CHIT STREET,1/2/2019,22.501634,114.143152,"Home Ownership,Apartment 3 bedroom",Fan Ling,  Wing Fai Centre,黎樹森 Sam Lai,https://i1.28hse.com/2018/11/741708_2018113233_tmb3.jpg,https://www.28hse.com/en/buy-property-719530.html,Century 21 Goodwin
13381,sell,6600000,0,2,515,369,Mid level,NO.8 FUK LEE STREET,11/23/2018,22.32437,114.159788,"Estate,Apartment 2 bedroom",Tai Kok Tsui,  Metro Harbour View,鄺偉源 Jeff Kwong,https://i1.28hse.com/2018/11/743428_2018110397_tmb3.jpg,https://www.28hse.com/en/buy-property-721373.html,Hong Kong Property
13387,sell,5200000,0,2,820,582,Mid level,NO.1 TSING YUNG STREET,12/30/2018,22.318031,114.285245,"Estate,Apartment 2 bedroom",Tuen Mun Sham Tseng,   Seaview Garden,何子邦 先生 BON HO,https://i1.28hse.com/2018/12/763880_2018121882_tmb3.jpg,https://www.28hse.com/en/buy-property-742778.html,Century21 Sky On
13395,sell,7500000,0,2,725,532,Low level,22-24 BROADWAY,1/2/2019,22.335183,114.140913,"Estate,Apartment 2 bedroom",Mei Foo,   Sun Chuen,MS LEE BONNIE,https://i1.28hse.com/2019/01/765415_2019013576_tmb3.jpg,https://www.28hse.com/en/buy-property-744373.html,Cheung Lee Property
13400,sell,4600000,0,2,470,320,Mid level,46 Tung On Street,12/12/2018,22.31458466,114.1677845,"Stand-alone Building,Apartment 2 bedroom",Yau Ma Tei,  Season Mansion,戴生 Jay Tai,https://i1.28hse.com/2018/12/754059_2018124981_tmb3.jpg,https://www.28hse.com/en/buy-property-732615.html,Kwong Shun Property
13401,sell,4100000,0,1,360,242,High level,No.17-21 Tung On Street,12/11/2018,22.3140224,114.1676462,"Stand-alone Building,Apartment 1 bedroom",Yau Ma Tei,  Tung On Court,戴生 Jay Tai,https://i1.28hse.com/2018/12/753504_2018123161_tmb3.jpg,https://www.28hse.com/en/buy-property-731990.html,Kwong Shun Property
13402,sell,4600000,0,2,363,302,Mid level,NOS.6-20 YIN CHONG STREET,12/9/2018,22.316314,114.1722,"Stand-alone Building,Apartment 2 bedroom",Mong Kok,  Wah Sun Building,陳生 Tim Chan,https://i1.28hse.com/2018/12/752365_2018123832_tmb3.jpg,https://www.28hse.com/en/buy-property-730875.html,Kwong Shun Property
13403,sell,2300000,0,open style,276,189,High level,NOS.1A-1H & 1J WATERLOO ROAD,12/7/2018,22.312683,114.167707,"Stand-alone Building,Apartment 7 bedroom",Yau Ma Tei,  Wah Tak Building,廖生 Mike Liu,https://i1.28hse.com/2018/12/751001_2018120465_tmb3.jpg,https://www.28hse.com/en/buy-property-729445.html,Kwong Shun Property
13404,sell,5000000,0,2,433,334,High level,NOS.867/885 CANTON ROAD,12/7/2018,22.314544,114.167959,"Stand-alone Building,Apartment 2 bedroom",Yau Ma Tei,  Winner Building,廖生 Mike Liu,https://i1.28hse.com/2018/12/750912_2018125615_tmb3.jpg,https://www.28hse.com/en/buy-property-729346.html,Kwong Shun Property
13405,sell,7000000,0,3,610,496,Mid level,534-538 Nathan Road,12/5/2018,22.313523,114.170822,"Stand-alone Building,Apartment 3 bedroom",Yau Ma Tei,  Ka Wing Building,廖生 Mike Liu,https://i1.28hse.com/2018/12/750034_2018121109_tmb3.jpg,https://www.28hse.com/en/buy-property-728419.html,Kwong Shun Property
